instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_n_errors,_n_messages,_est_tokens
imageio__imageio-510,0,0.059889,5347.2,69,qwen3-30b,10,15,40,7,139,53472
wemake-services__wemake-python-styleguide-1850,1,0.06353,6302.6,75,qwen3-30b,9,24,39,8,151,56723
praw-dev__praw-1398,0,0.082276,6121.8,86,qwen3-30b,12,27,44,4,173,73461
chimpler__pyhocon-173,0,0.059204,5286.1,82,qwen3-30b,10,23,44,8,165,52860
sendgrid__sendgrid-python-454,1,0.039485,5036.4,45,qwen3-30b,7,12,22,1,91,35254
ramonhagenaars__jsons-161,1,0.051891,1853.2,79,qwen3-30b,25,20,32,5,159,46331
python-pillow__Pillow-3338,1,0.043124,9625.9,47,qwen3-30b,4,13,27,1,95,38504
model-bakers__model_bakery-301,1,0.031741,7085.0,50,qwen3-30b,4,11,32,8,101,28340
planetarypy__pvl-74,1,0.060594,6762.8,55,qwen3-30b,8,16,23,4,111,54102
tobymao__sqlglot-1062,0,0.067715,10076.6,58,qwen3-30b,6,13,36,1,117,60460
ARMmbed__mbed-tools-91,0,0.062884,5104.2,73,qwen3-30b,11,23,35,12,147,56146
scoutapp__scout_apm_python-299,0,0.063272,5649.3,62,qwen3-30b,10,20,28,2,125,56493
PrefectHQ__prefect-3920,0,0.065808,2670.8,86,qwen3-30b,22,23,38,4,173,58757
planetlabs__planet-client-python-816,1,0.06373,2276.1,100,qwen3-30b,25,28,40,7,201,56902
wiggums-analytics__rc4me-41,0,0.0263,4696.5,42,qwen3-30b,5,11,22,0,85,23482
rosscdh__mkdocs-markdownextradata-plugin-29,1,0.035879,2464.2,76,qwen3-30b,13,21,38,7,153,32035
Ouranosinc__xclim-513,0,0.04683,4181.2,59,qwen3-30b,10,9,36,4,119,41812
reanahub__reana-client-658,0,0.046084,4571.8,67,qwen3-30b,9,18,35,6,135,41146
PyFilesystem__pyfilesystem2-396,1,0.039988,8926.0,28,qwen3-30b,4,5,16,0,57,35704
ResearchObject__ro-crate-py-161,1,0.065765,9786.5,49,qwen3-30b,6,16,24,2,99,58719
tox-dev__tox-1983,0,0.052545,2759.7,74,qwen3-30b,17,15,39,7,149,46915
NREL__hescore-hpxml-170,1,0.050065,5587.6,49,qwen3-30b,8,15,22,7,99,44701
iterative__dvc-3493,1,0.034604,5149.4,52,qwen3-30b,6,13,29,11,105,30896
palantir__python-language-server-211,1,0.051927,4214.8,63,qwen3-30b,11,18,30,4,127,46363
networkx__networkx-7729,1,0.053007,4302.5,73,qwen3-30b,11,26,33,4,147,47327
bluesky__bluesky-darkframes-21,0,0.06529,4163.9,61,qwen3-30b,14,23,19,5,123,58294
algorand__pyteal-561,1,0.07116,9076.5,69,qwen3-30b,7,21,39,7,139,63536
ucbds-infra__otter-grader-690,0,0.053233,5281.1,62,qwen3-30b,9,19,30,4,125,47530
python-lsp__python-lsp-server-450,0,0.062769,3736.2,68,qwen3-30b,15,23,26,2,137,56044
mmaelicke__scikit-gstat-71,0,0.039623,4422.2,64,qwen3-30b,8,14,34,0,129,35377
iris-hep__func_adl-100,1,0.059,4789.0,58,qwen3-30b,11,16,27,2,117,52679
beeware__briefcase-1088,0,0.038881,4959.3,38,qwen3-30b,7,8,20,2,77,34715
hgrecco__pint-1347,1,0.047909,7129.4,75,qwen3-30b,6,20,46,3,151,42776
beeware__briefcase-927,1,0.054352,9705.8,50,qwen3-30b,5,15,27,1,101,48529
pybamm-team__PyBaMM-495,1,0.028668,4266.1,51,qwen3-30b,6,15,26,7,103,25597
joke2k__faker-836,0,0.044772,6662.5,53,qwen3-30b,6,12,31,1,107,39975
yt-dlp__yt-dlp-12723,0,0.035891,5341.0,45,qwen3-30b,6,8,26,4,91,32046
mherrmann__gitignore_parser-17,1,0.021288,2375.8,39,qwen3-30b,8,7,19,1,79,19007
automl__SMAC3-368,1,0.035526,4531.3,60,qwen3-30b,7,17,33,4,121,31719
pytorch__ignite-1592,1,0.042119,6267.8,41,qwen3-30b,6,7,23,2,83,37606
pypa__pip-11860,0,0.06858,6123.2,100,qwen3-30b,10,17,69,2,201,61232
wemake-services__wemake-python-styleguide-1916,0,0.072474,5392.4,68,qwen3-30b,12,22,30,2,137,64709
pyvista__pyvista-6644,1,0.040771,4550.3,53,qwen3-30b,8,9,32,1,107,36403
yt-dlp__yt-dlp-12748,0,0.080317,6519.2,77,qwen3-30b,11,26,36,15,155,71712
litl__backoff-172,1,0.063025,3310.1,72,qwen3-30b,17,16,36,15,145,56272
capitalone__datacompy-62,1,0.05481,6991.1,47,qwen3-30b,7,17,20,0,95,48938
astanin__python-tabulate-96,1,0.046036,10275.9,41,qwen3-30b,4,13,20,2,83,41104
jackdewinter__pymarkdown-428,0,0.052775,3926.7,99,qwen3-30b,12,29,55,11,200,47121
tox-dev__tox-conda-161,1,0.0535,5971.0,41,qwen3-30b,8,8,20,1,83,47768
snowblink14__smatch-30,0,0.02525,2254.4,55,qwen3-30b,10,12,30,0,111,22544
twisted__treq-348,0,0.041024,2817.6,55,qwen3-30b,13,9,28,1,111,36629
spacetelescope__jwst-3629,0,0.091774,6303.2,90,qwen3-30b,13,30,24,6,181,81941
agronholm__anyio-707,1,0.04814,6140.4,52,qwen3-30b,7,14,28,10,105,42982
jackdewinter__pymarkdown-279,0,0.074892,3714.9,77,qwen3-30b,18,24,31,11,155,66868
matrix-org__synapse-6146,0,0.04413,3030.9,61,qwen3-30b,13,14,28,2,123,39402
tophat__syrupy-467,0,0.065228,5294.5,45,qwen3-30b,11,9,20,0,91,58239
iris-hep__func_adl-176,0,0.054818,3765.0,61,qwen3-30b,13,13,30,2,123,48945
Azure__WALinuxAgent-542,0,0.050117,5593.4,69,qwen3-30b,8,13,37,1,139,44747
repobee__repobee-348,0,0.065793,5874.4,87,qwen3-30b,10,26,48,5,175,58744
pynamodb__PynamoDB-700,1,0.068117,6081.9,65,qwen3-30b,10,15,36,0,131,60819
dedupeio__dedupe-837,1,0.040506,7233.1,36,qwen3-30b,5,8,19,0,73,36166
googleapis__python-spanner-122,0,0.059546,5907.4,70,qwen3-30b,9,20,38,13,141,53166
pysmt__pysmt-445,0,0.058491,5222.4,77,qwen3-30b,10,19,43,6,155,52224
tobymao__sqlglot-3376,0,0.05037,2998.2,100,qwen3-30b,15,29,54,3,201,44973
reframe-hpc__reframe-3058,1,0.073185,8167.9,71,qwen3-30b,8,22,31,3,143,65344
crccheck__project_runpy-17,1,0.046906,5235.0,44,qwen3-30b,8,16,18,7,89,41880
nolar__kopf-650,1,0.06274,4309.1,88,qwen3-30b,13,28,43,7,177,56018
marshmallow-code__marshmallow-2271,1,0.070767,6318.5,59,qwen3-30b,10,20,25,2,119,63185
terrapower__armi-226,0,0.06782,5504.9,100,qwen3-30b,11,43,43,9,201,60554
tensorly__tensorly-517,0,0.052461,9368.0,65,qwen3-30b,5,9,38,1,131,46840
neogeny__TatSu-183,1,0.041153,1837.2,86,qwen3-30b,20,19,43,10,173,36744
sphinx-gallery__sphinx-gallery-1360,0,0.055401,7066.4,54,qwen3-30b,7,17,27,4,109,49465
facelessuser__pymdown-extensions-1567,0,0.060415,4495.1,57,qwen3-30b,12,15,26,2,115,53942
PennyLaneAI__pennylane-2603,0,0.041555,5300.4,56,qwen3-30b,7,13,33,7,113,37103
encode__httpx-324,1,0.057245,6389.0,50,qwen3-30b,8,10,27,9,101,51112
ResearchObject__ro-crate-py-109,1,0.056933,12708.2,58,qwen3-30b,4,13,37,3,117,50833
sayanarijit__expandvars-41,1,0.055174,4926.3,65,qwen3-30b,10,10,40,3,131,49263
robotframework__PythonLibCore-73,1,0.051217,6532.8,44,qwen3-30b,7,12,20,1,89,45730
NVIDIA__hpc-container-maker-312,0,0.027073,2197.5,53,qwen3-30b,11,13,18,1,107,24172
aspuru-guzik-group__selfies-125,0,0.077824,2895.2,100,qwen3-30b,24,19,55,8,201,69486
idaholab__MontePy-472,1,0.074246,4419.4,96,qwen3-30b,15,33,44,9,193,66291
googleapis__proto-plus-python-348,1,0.063324,5139.9,59,qwen3-30b,11,20,24,4,119,56539
locustio__locust-1113,1,0.051067,2533.1,90,qwen3-30b,18,18,41,8,181,45596
CS-SI__eodag-1262,0,0.072075,7150.2,73,qwen3-30b,9,19,41,2,147,64352
icetemple__genrss-11,0,0.048808,5447.3,46,qwen3-30b,8,10,23,0,93,43579
sendgrid__sendgrid-python-618,0,0.055663,3313.3,68,qwen3-30b,15,15,32,3,137,49700
tox-dev__tox-3123,1,0.039674,8855.9,47,qwen3-30b,4,13,27,0,95,35424
coecms__ARCCSSive-28,0,0.037776,6745.6,43,qwen3-30b,5,11,19,0,87,33728
pybamm-team__PyBaMM-587,0,0.042502,4743.6,52,qwen3-30b,8,17,23,2,105,37948
CS-SI__eodag-249,1,0.048187,5378.0,73,qwen3-30b,8,24,38,3,147,43024
asottile__pyupgrade-242,1,0.061103,6819.5,86,qwen3-30b,8,19,55,5,173,54556
falconry__falcon-1785,1,0.053022,4734.1,74,qwen3-30b,10,20,41,7,149,47341
NeuralEnsemble__python-neo-454,0,0.0448,4444.5,52,qwen3-30b,9,11,29,2,105,40000
TorchJD__torchjd-202,1,0.04986,6359.6,52,qwen3-30b,7,13,29,7,105,44518
reata__sqllineage-501,0,0.032293,3604.1,43,qwen3-30b,8,10,23,0,87,28833
mmcdermott__MEDS_transforms-154,0,0.068243,6093.1,75,qwen3-30b,10,26,34,1,151,60931
nipy__nipype-2502,0,0.073352,6549.3,73,qwen3-30b,10,15,41,2,147,65493
conan-io__conan-8355,0,0.072005,8036.3,64,qwen3-30b,8,19,33,1,129,64290
hgrecco__pint-1361,1,0.041213,4088.6,50,qwen3-30b,9,10,27,0,101,36798
QuantStack__py2vega-9,0,0.06308,2682.0,86,qwen3-30b,21,16,36,9,173,56321
tensorflow__addons-2471,0,0.034889,5191.8,62,qwen3-30b,6,26,27,10,125,31150
palantir__python-jsonrpc-server-37,1,0.084876,5052.1,81,qwen3-30b,15,23,34,11,163,75782
Quantum-Accelerators__raspa_ase-24,0,0.063092,11266.5,54,qwen3-30b,5,10,37,1,109,56332
tox-dev__tox-travis-137,1,0.074078,3149.6,95,qwen3-30b,21,21,49,4,191,66141
devopshq__artifactory-53,0,0.062328,5059.1,61,qwen3-30b,11,8,38,0,123,55650
vertexproject__synapse-3940,1,0.066429,3954.1,86,qwen3-30b,15,21,46,3,173,59311
craffel__mir_eval-374,1,0.055334,5489.5,52,qwen3-30b,9,19,20,1,105,49406
twisted__twisted-12324,0,0.043203,9643.6,55,qwen3-30b,4,8,39,12,111,38574
reata__sqllineage-26,1,0.041357,3356.9,49,qwen3-30b,11,10,21,0,99,36926
pdm-project__pdm-3393,0,0.055269,9869.5,49,qwen3-30b,5,11,29,3,99,49348
NREL__hescore-hpxml-139,1,0.054398,3238.0,100,qwen3-30b,15,30,53,3,201,48570
pre-commit__pre-commit-3168,1,0.050868,3784.9,79,qwen3-30b,12,21,43,3,159,45418
algorand__pyteal-29,1,0.039962,8920.1,62,qwen3-30b,4,10,44,6,125,35680
Parquery__icontract-297,1,0.092697,7524.1,62,qwen3-30b,11,22,26,7,125,82765
python-pillow__Pillow-3721,0,0.057825,2458.6,100,qwen3-30b,21,22,55,2,201,51630
oasis-open__cti-python-stix2-42,1,0.090492,3847.5,92,qwen3-30b,21,26,41,9,185,80796
sqlfluff__sqlfluff-982,1,0.058682,5821.6,55,qwen3-30b,9,14,28,6,111,52394
pre-commit__pre-commit-1299,1,0.051199,7619.0,52,qwen3-30b,6,12,25,0,105,45714
pypa__pip-12281,0,0.063133,3523.1,69,qwen3-30b,16,11,38,7,139,56369
pypa__setuptools_scm-732,1,0.063914,4755.5,82,qwen3-30b,12,29,36,5,165,57066
tobymao__sqlglot-3871,1,0.038042,4852.3,65,qwen3-30b,7,20,35,2,131,33966
python-wheel-build__fromager-155,0,0.048989,3976.4,62,qwen3-30b,11,23,26,4,125,43740
tobymao__sqlglot-899,1,0.03385,3358.1,63,qwen3-30b,9,14,35,3,127,30223
cookiecutter__cookiecutter-1920,1,0.069913,5674.8,62,qwen3-30b,11,10,37,5,125,62423
pybamm-team__PyBaMM-4072,1,0.103471,7698.8,73,qwen3-30b,12,16,41,3,147,92385
borgbackup__borg-6682,0,0.051244,6536.2,67,qwen3-30b,7,24,32,1,135,45754
capsulecorplab__mindgraph-23,0,0.049197,3660.5,57,qwen3-30b,12,15,26,0,115,43926
OSeMOSYS__otoole-172,0,0.082647,5676.3,67,qwen3-30b,13,17,33,5,135,73792
samkohn__larpix-control-74,0,0.036095,2929.8,53,qwen3-30b,11,12,25,4,107,32228
ogawa-ros__necstdb-27,0,0.049525,4913.2,58,qwen3-30b,9,11,34,1,117,44219
fitbenchmarking__fitbenchmarking-1271,1,0.057739,5728.1,58,qwen3-30b,9,17,23,1,117,51553
tox-dev__tox-3013,0,0.036459,8138.2,57,qwen3-30b,4,18,25,3,115,32553
iterative__dvc-3836,0,0.04407,3279.0,72,qwen3-30b,12,24,33,21,145,39348
owkin__PyDESeq2-349,0,0.063031,4329.1,93,qwen3-30b,13,36,37,3,187,56278
firebase__firebase-admin-python-96,1,0.052287,5835.6,53,qwen3-30b,8,11,30,8,107,46685
mit-ll-responsible-ai__hydra-zen-708,1,0.082482,4909.7,100,qwen3-30b,15,21,61,3,201,73645
ipython__ipykernel-1061,1,0.068932,2198.1,100,qwen3-30b,28,11,59,5,201,61546
tobymao__sqlglot-2165,0,0.044328,7915.8,81,qwen3-30b,5,21,51,6,163,39579
CORE-GATECH-GROUP__serpent-tools-447,0,0.04331,2578.0,66,qwen3-30b,15,14,32,4,133,38670
radiocosmology__alpenhorn-187,0,0.054221,3458.0,96,qwen3-30b,14,38,30,3,193,48412
wagtail__wagtail-12639,0,0.04762,8503.5,50,qwen3-30b,5,15,26,2,101,42518
python-jsonschema__check-jsonschema-215,1,0.044521,1419.7,94,qwen3-30b,28,23,41,2,189,39750
googleapis__synthtool-1434,1,0.070154,3914.8,83,qwen3-30b,16,32,30,13,167,62638
StellarCN__py-stellar-base-817,0,0.087517,3720.9,100,qwen3-30b,21,23,42,5,201,78140
tobymao__sqlglot-3401,1,0.05858,6537.9,89,qwen3-30b,8,22,55,3,179,52304
catalystneuro__neuroconv-894,0,0.05322,3394.2,62,qwen3-30b,14,10,34,8,125,47518
facelessuser__pymdown-extensions-1226,0,0.081582,2913.6,93,qwen3-30b,25,15,49,3,187,72841
asottile__setup-cfg-fmt-41,1,0.046851,10457.8,41,qwen3-30b,4,12,22,0,83,41831
falconry__falcon-1873,1,0.053436,5301.2,50,qwen3-30b,9,8,29,0,101,47711
ejulio__spider-feeder-12,0,0.048328,5393.7,48,qwen3-30b,8,10,23,0,97,43150
runwayml__model-sdk-46,0,0.056105,2636.5,100,qwen3-30b,19,26,49,19,201,50094
marshmallow-code__apispec-953,0,0.064537,9603.8,60,qwen3-30b,6,13,36,2,121,57623
tobymao__sqlglot-445,0,0.026444,7870.2,53,qwen3-30b,3,18,29,2,107,23610
wemake-services__wemake-python-styleguide-1890,1,0.07593,4519.6,82,qwen3-30b,15,16,42,5,165,67794
twisted__towncrier-677,0,0.064225,4096.0,73,qwen3-30b,14,14,40,4,147,57344
pandas-dev__pandas-57485,1,0.037295,3027.2,91,qwen3-30b,11,30,47,8,183,33299
BAMWelDX__weldx-412,0,0.074396,5109.6,57,qwen3-30b,13,12,29,0,115,66425
lincc-frameworks__nested-pandas-195,0,0.076415,8528.4,52,qwen3-30b,8,10,29,5,105,68227
pri22296__beautifultable-77,1,0.036538,5437.2,41,qwen3-30b,6,11,22,0,83,32624
sscpac__statick-334,0,0.047622,6074.2,58,qwen3-30b,7,14,31,10,117,42520
Open-EO__openeo-pg-parser-python-7,1,0.036943,6596.9,47,qwen3-30b,5,12,22,7,95,32985
adamchainz__apig-wsgi-528,0,0.057299,2436.2,70,qwen3-30b,21,16,28,14,141,51160
mwouts__jupytext-573,0,0.049611,6328.0,59,qwen3-30b,7,18,32,3,119,44296
tobymao__sqlglot-3201,0,0.045571,2712.6,96,qwen3-30b,15,26,52,8,193,40688
just-work__fffw-70,1,0.060719,3872.4,72,qwen3-30b,14,26,28,5,145,54213
numba__numba-5480,1,0.060362,4899.5,64,qwen3-30b,11,18,31,9,129,53894
python-pillow__Pillow-5845,1,0.049993,6376.7,41,qwen3-30b,7,7,24,1,83,44637
hynek__structlog-350,1,0.053346,5292.3,54,qwen3-30b,9,11,24,7,109,47631
omni-us__jsonargparse-78,1,0.065272,5827.8,76,qwen3-30b,10,17,46,9,153,58278
tenable__pyTenable-664,1,0.0369,4118.2,49,qwen3-30b,8,15,21,1,99,32946
python-control__python-control-525,0,0.057564,3023.3,72,qwen3-30b,17,13,37,1,145,51396
TUW-GEO__pygeogrids-66,0,0.04872,8700.0,48,qwen3-30b,5,9,24,0,97,43500
iterative__dvc-3316,0,0.04188,1869.7,100,qwen3-30b,20,39,38,10,201,37393
ramonhagenaars__nptyping-85,0,0.071026,3730.4,77,qwen3-30b,17,10,44,6,155,63416
stfc__PSyclone-1603,1,0.089127,5684.1,72,qwen3-30b,14,14,41,5,145,79578
florimondmanca__fountain-lang-7,0,0.069383,2212.5,97,qwen3-30b,28,17,49,11,195,61950
sgaynetdinov__py-vkontakte-28,1,0.049375,8817.0,40,qwen3-30b,5,10,23,4,81,44085
hynek__structlog-221,0,0.063112,11270.0,41,qwen3-30b,5,8,23,2,83,56350
python-pillow__Pillow-6128,0,0.052071,2446.9,83,qwen3-30b,19,18,42,4,167,46492
kellyjonbrazil__jc-593,0,0.072277,4033.3,82,qwen3-30b,16,19,33,2,165,64533
sphinx-contrib__spelling-65,0,0.066029,4534.9,61,qwen3-30b,13,16,29,7,123,58954
tobymao__sqlglot-1703,1,0.041482,6172.9,67,qwen3-30b,6,21,36,3,135,37038
omry__omegaconf-247,1,0.073266,5946.9,76,qwen3-30b,11,22,39,5,153,65416
PennyLaneAI__pennylane-3381,0,0.04472,5704.1,100,qwen3-30b,7,52,39,12,201,39929
lark-parser__lark-1120,1,0.044215,2819.8,97,qwen3-30b,14,28,52,9,195,39478
markkho__msdm-60,0,0.041737,7452.9,42,qwen3-30b,5,11,22,1,85,37265
Fatal1ty__mashumaro-191,0,0.045048,1489.7,100,qwen3-30b,27,23,48,13,201,40221
PennyLaneAI__pennylane-4366,0,0.059937,3822.5,100,qwen3-30b,14,16,68,4,201,53516
graphistry__pygraphistry-562,1,0.055694,8287.8,50,qwen3-30b,6,20,21,1,101,49727
iris-hep__func_adl-100,1,0.064227,5213.2,71,qwen3-30b,11,16,36,2,143,57346
cdent__gabbi-191,1,0.062421,3483.3,88,qwen3-30b,16,24,44,10,177,55733
Yelp__bravado-454,0,0.06569,5332.0,62,qwen3-30b,11,16,30,6,125,58652
geopandas__geopandas-2658,0,0.054493,4423.2,64,qwen3-30b,11,14,34,1,129,48655
dask__dask-3301,0,0.043731,1220.2,100,qwen3-30b,32,23,42,3,201,39046
tobymao__sqlglot-2093,1,0.040739,4041.6,57,qwen3-30b,9,19,26,2,115,36374
pre-commit__pre-commit-hooks-469,1,0.061128,10915.8,29,qwen3-30b,5,6,14,0,59,54579
tonybaloney__wily-188,1,0.077254,3135.3,80,qwen3-30b,22,14,39,4,161,68976
scikit-hep__vector-466,0,0.060598,18035.2,73,qwen3-30b,3,16,48,3,147,54106
encode__httpx-2701,0,0.07372,4701.5,100,qwen3-30b,14,27,56,3,201,65821
exo-lang__exo-236,0,0.040989,2614.1,100,qwen3-30b,14,30,54,12,201,36597
fronzbot__blinkpy-401,1,0.055601,6205.4,72,qwen3-30b,8,21,39,11,145,49644
simonsobs__ocs-304,0,0.07439,4428.0,69,qwen3-30b,15,19,31,5,139,66420
tox-dev__tox-3013,0,0.04327,4829.2,52,qwen3-30b,8,13,28,8,105,38634
vyperlang__vyper-4445,0,0.015853,1769.3,40,qwen3-30b,8,7,20,1,81,14154
PedestrianDynamics__PedPy-249,0,0.05921,6608.2,51,qwen3-30b,8,13,24,9,103,52866
terrencepreilly__darglint-24,1,0.06788,3788.0,66,qwen3-30b,16,15,32,3,133,60607
encode__uvicorn-962,0,0.043611,3539.8,62,qwen3-30b,11,13,34,5,125,38938
nosarthur__gita-105,0,0.044993,6695.4,58,qwen3-30b,6,8,39,3,117,40172
numba__numba-6028,1,0.045131,4029.6,60,qwen3-30b,10,16,31,7,121,40296
frictionlessdata__frictionless-py-945,0,0.046418,8289.0,49,qwen3-30b,5,10,30,2,101,41445
jupyter__nbgrader-873,0,0.102489,4159.5,100,qwen3-30b,22,28,47,6,201,91508
dwavesystems__dimod-387,0,0.04139,4106.2,53,qwen3-30b,9,14,25,1,107,36956
lhotse-speech__lhotse-1192,1,0.043188,1752.8,100,qwen3-30b,22,38,31,6,201,38561
joshtemple__lkml-85,0,0.060487,6000.7,48,qwen3-30b,9,14,21,0,97,54006
stan-dev__cmdstanpy-424,0,0.034054,3800.7,52,qwen3-30b,8,13,26,5,105,30406
vogt4nick__dequindre-53,1,0.040581,4529.1,53,qwen3-30b,8,16,17,2,107,36233
tobymao__sqlglot-3637,0,0.035757,3547.3,72,qwen3-30b,9,19,39,8,145,31926
h2non__filetype.py-135,1,0.0425,6324.4,43,qwen3-30b,6,10,24,3,87,37946
jmespath__jmespath.py-126,1,0.034511,3081.4,53,qwen3-30b,10,11,29,7,107,30814
Fatal1ty__mashumaro-130,1,0.090415,6727.3,71,qwen3-30b,12,15,40,0,143,80728
oauthlib__oauthlib-671,1,0.05356,4782.1,52,qwen3-30b,10,14,25,7,105,47822
pydicom__pydicom-1194,1,0.056049,6255.4,55,qwen3-30b,8,16,27,3,111,50044
kedro-org__kedro-3947,0,0.032744,7308.9,50,qwen3-30b,4,14,27,3,101,29236
mit-ll-responsible-ai__hydra-zen-299,1,0.078058,6335.9,67,qwen3-30b,11,19,34,5,135,69695
rl-institut__smooth-167,1,0.049383,4409.2,51,qwen3-30b,10,14,25,7,103,44092
spulec__uncurl-25,1,0.023379,3479.0,40,qwen3-30b,6,8,22,2,81,20874
dask__dask-8801,0,0.054915,3064.5,98,qwen3-30b,16,33,45,12,197,49031
reata__sqllineage-241,0,0.072395,2085.1,100,qwen3-30b,31,15,52,1,201,64638
mikedh__trimesh-1444,1,0.048693,1976.2,90,qwen3-30b,22,18,46,15,181,43476
TDAmeritrade__stumpy-583,1,0.032788,4879.2,58,qwen3-30b,6,20,29,3,117,29275
modin-project__modin-7353,0,0.035498,6338.9,45,qwen3-30b,5,9,28,0,91,31695
PennyLaneAI__pennylane-2543,0,0.060351,2245.2,100,qwen3-30b,24,20,52,8,201,53884
zalando-stups__senza-280,1,0.041885,4155.3,44,qwen3-30b,9,10,21,5,89,37398
feder-observatory__stellarphot-308,0,0.089606,3333.5,100,qwen3-30b,24,32,37,18,201,80005
omni-us__jsonargparse-370,1,0.044223,4935.7,78,qwen3-30b,8,25,41,5,157,39485
python-pillow__Pillow-6596,0,0.058242,4727.4,65,qwen3-30b,11,19,31,3,131,52002
12rambau__sepal_ui-518,0,0.045191,5764.2,58,qwen3-30b,7,11,30,2,117,40349
pre-commit__pre-commit-622,1,0.040806,6072.3,47,qwen3-30b,6,16,21,3,95,36434
linkml__linkml-995,0,0.072661,3414.5,95,qwen3-30b,19,25,46,11,191,64876
pypa__wheel-578,1,0.058464,8700.0,50,qwen3-30b,6,13,27,0,101,52200
encode__uvicorn-1706,0,0.042925,1419.5,100,qwen3-30b,27,43,28,5,201,38326
encode__uvicorn-591,0,0.04128,9214.4,37,qwen3-30b,4,8,21,1,75,36858
elastic__apm-agent-python-1619,0,0.060127,4129.6,95,qwen3-30b,13,31,47,5,191,53684
joke2k__faker-1453,1,0.065602,4881.1,58,qwen3-30b,12,13,29,6,117,58573
zulip__zulip-terminal-967,0,0.059123,5278.8,73,qwen3-30b,10,24,35,4,147,52788
pypa__setuptools_scm-558,0,0.051602,7678.9,50,qwen3-30b,6,11,29,0,101,46073
hazelcast__hazelcast-python-client-380,0,0.069751,4790.6,66,qwen3-30b,13,18,32,5,133,62277
aio-libs__aioftp-113,1,0.055306,4489.1,59,qwen3-30b,11,12,31,2,119,49380
mozilla__bleach-692,0,0.041678,2658.0,100,qwen3-30b,14,22,60,7,201,37212
reframe-hpc__reframe-2613,1,0.067828,3785.0,63,qwen3-30b,16,17,26,3,127,60561
conan-io__conan-17092,0,0.074451,1846.5,92,qwen3-30b,36,20,32,5,185,66474
jrester__tesla_powerwall-66,0,0.028717,3662.9,38,qwen3-30b,7,12,15,1,77,25640
cookiecutter__cookiecutter-1168,1,0.038741,2660.8,50,qwen3-30b,13,5,28,0,101,34590
prjemian__spec2nexus-212,1,0.04741,4233.1,70,qwen3-30b,10,17,37,4,141,42331
hgrecco__pint-1476,0,0.037058,8271.9,68,qwen3-30b,4,16,44,4,137,33088
dwavesystems__dwave-cloud-client-594,0,0.049984,7438.1,67,qwen3-30b,6,23,34,5,135,44628
mne-tools__mne-python-11939,0,0.028797,6428.0,53,qwen3-30b,4,16,29,1,107,25712
intel__dffml-862,0,0.043117,6416.2,53,qwen3-30b,6,17,24,3,107,38497
pre-commit__pre-commit-1382,0,0.048211,6149.3,51,qwen3-30b,7,17,23,1,103,43045
borgbackup__borg-2566,0,0.05918,10567.8,57,qwen3-30b,5,14,35,3,115,52839
Informasjonsforvaltning__datacatalogtordf-69,1,0.067125,3745.8,58,qwen3-30b,16,21,19,2,117,59933
VirtusLab__git-machete-353,1,0.055582,4962.7,68,qwen3-30b,10,12,42,0,137,49627
jupyter__jupyter-packaging-35,0,0.064117,2602.1,96,qwen3-30b,22,15,53,6,193,57247
tox-dev__tox-2748,0,0.057937,5173.0,59,qwen3-30b,10,11,36,7,119,51730
jaraco__zipp-59,0,0.036231,4043.7,47,qwen3-30b,8,10,25,1,95,32350
sqlfluff__sqlfluff-581,1,0.038886,2893.3,58,qwen3-30b,12,11,32,7,117,34720
pydicom__pydicom-1995,1,0.049109,10961.8,41,qwen3-30b,4,8,26,5,83,43847
iterative__dvc-2564,0,0.023426,3486.0,53,qwen3-30b,6,19,24,1,107,20916
buyalsky__ordered-hash-set-5,0,0.037169,3318.7,41,qwen3-30b,10,12,16,3,83,33187
Nike-Inc__koheesio-164,0,0.055261,6167.5,69,qwen3-30b,8,11,46,1,139,49340
gcaufield__MonkeyPack-25,0,0.03824,8535.8,32,qwen3-30b,4,14,11,2,65,34143
barrust__pyspellchecker-54,0,0.040041,8937.8,46,qwen3-30b,4,12,25,1,93,35751
pvlib__pvanalytics-128,1,0.037969,4237.6,69,qwen3-30b,8,11,46,8,139,33901
ucfopen__canvasapi-273,0,0.035413,2874.4,52,qwen3-30b,11,11,25,4,105,31619
jd__tenacity-201,1,0.05022,7473.2,39,qwen3-30b,6,10,18,0,79,44839
iterative__dvc-4066,0,0.068839,5587.5,60,qwen3-30b,11,10,34,9,121,61463
gawel__pyquery-221,0,0.050667,3769.8,88,qwen3-30b,12,17,55,1,177,45238
icetemple__genrss-11,0,0.053258,5283.6,55,qwen3-30b,9,18,23,2,111,47552
pdm-project__pdm-3191,1,0.052671,5878.4,57,qwen3-30b,8,15,31,2,115,47027
beeware__briefcase-955,0,0.053873,4008.4,58,qwen3-30b,12,13,28,5,117,48101
twisted__twisted-11810,0,0.036116,4030.8,57,qwen3-30b,8,16,30,3,115,32246
astropy__astroquery-3031,1,0.045363,2131.7,81,qwen3-30b,19,27,26,5,163,40503
scikit-hep__vector-444,1,0.048721,8700.1,52,qwen3-30b,5,19,25,2,105,43500
sqlfluff__sqlfluff-5206,1,0.041239,4091.2,64,qwen3-30b,9,15,36,3,129,36820
xen0l__aws-gate-117,0,0.07551,6129.1,77,qwen3-30b,11,17,44,1,155,67420
